Comando,NomeCat,IDProduto,CodProd,Nomeprod,Peso,Descricao,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,OrdemProd,RamoProd,DescrHTM,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,URLProd
A,Headset e Fones,7842621,9994,Headset Logitech Astro Gamer A10 Xbox Pto/Verde - 939-001837,720,Headset Logitech Astro Gamer A10 Xbox Pto/Verde - 939-001837,FALSE,2,0,TRUE,0,362.39,433.22,0,0,0,,,FALSE,FALSE,A10PRETOVERDE-1000-1.jpg,"A10PRETOVERDE-1000-1.jpg,A10PRETOVERDE-1000-2.jpg,A10PRETOVERDE-1000-3.jpg,A10PRETOVERDE-1000-4.jpg","A10PRETOVERDE-1000-1.jpg,A10PRETOVERDE-1000-2.jpg,A10PRETOVERDE-1000-3.jpg,A10PRETOVERDE-1000-4.jpg",0,409,9994.html,10,10,97855137401,TRUE,FALSE,110,240,270,,97855137401,headset-logitech-astro-gamer-a10-xbox-preto-verde-939-001837
A,Headset e Fones,7430734,9993,Headset Astro Gamer A10 Ps4/Pc,700,Headset Astro Gamer A10 Ps4/Pc,FALSE,1,0,TRUE,0,358,477.67,0,0,0,,,FALSE,FALSE,headset-astro-gamer-a10-ps4-pc-1x2.jpg,"headset-astro-gamer-a10-ps4-pc-1x4.jpg,headset-astro-gamer-a10-ps4-pc-2x4.jpg,headset-astro-gamer-a10-ps4-pc-3x4.jpg,headset-astro-gamer-a10-ps4-pc-4x4.jpg","headset-astro-gamer-a10-ps4-pc-1x8.jpg,headset-astro-gamer-a10-ps4-pc-2x8.jpg,headset-astro-gamer-a10-ps4-pc-3x8.jpg,headset-astro-gamer-a10-ps4-pc-4x8.jpg",220,409,9993.html,10,10,97855137395,TRUE,FALSE,260,160,310,,97855137395,headset-astro-gamer-a10-ps4-pc
A,Controles Gamer,7648866,9986,Controlador Logitech G X56 Hotas Saitek,2350,Controlador Logitech G X56 Hotas Saitek,FALSE,0,0,TRUE,0,1679,2277.67,0,0,0,,,TRUE,TRUE,X56-1200-1.jpg,"X56-1200-1.jpg,X56-1200-2.jpg,X56-1200-3.jpg,X56-1200-4.jpg","X56-1200-1.jpg,X56-1200-2.jpg,X56-1200-3.jpg,X56-1200-4.jpg",255,514,9986.html,10,10,97855127877,TRUE,FALSE,260,220,360,,97855127877,controlador-logitech-g-x56
A,Monitores,7862972,9956,Monitor Lg 25 25um58g Ultrawide/Ips/Fhd,5400,Monitor Lg 25 25um58g Ultrawide/Ips/Fhd,FALSE,0,0,TRUE,0,899.9,1222.11,0,0,0,,,FALSE,TRUE,9956-1.jpg,"9956-1.jpg,9956-2.jpg,9956-3.jpg,9956-4.jpg","9956-1.jpg,9956-2.jpg,9956-3.jpg,9956-4.jpg",0,,9956.html,10,10,7893299917639,TRUE,FALSE,360,140,690,,7893299917639,monitor-lg-25-25um58g-ultrawide-ips-fhd
A,Mouse,7846600,9947,Mouse Logitech G502 Hero Lightspeed S/Fio Preto - 910-005566,255,Mouse Logitech G502 Hero Lightspeed S/Fio Preto - 910-005566,FALSE,4,0,TRUE,0,524.84,722.11,0,0,0,,,FALSE,FALSE,G502-800-1.jpg,"G502-800-1.jpg,G502-800-2.jpg,G502-800-3.jpg,G502-800-4.jpg,G502-800-5.jpg","G502-800-1.jpg,G502-800-2.jpg,G502-800-3.jpg,G502-800-4.jpg,G502-800-5.jpg",0,567,9947.html,10,10,97855145253,TRUE,FALSE,170,130,170,,97855145253,mouse-logitech-g502-hero-lightspeed-sem-fio-preto-910-005566
A,Microfones,7093909,9919,Microfone Trust High Performance Gxt212 - T23791,300,Microfone Trust High Performance Gxt212 - T23791,FALSE,7,0,TRUE,0,92,122.11,0,0,0,,,FALSE,FALSE,GXT212-200-1.jpg,"GXT212-400-1.jpg,GXT212-400-2.jpg,GXT212-400-3.jpg,GXT212-400-4.jpg","GXT212-800-1.jpg,GXT212-800-2.jpg,GXT212-800-3.jpg,GXT212-800-4.jpg",240,415,9919.html,10,10,,TRUE,FALSE,150,120,300,,,gxt212
A,Mouse,7220699,9917,Mouse Logitech G502 C/Fio Hero Rgb Ajustavel - 910-005550,160,Mouse Logitech G502 C/Fio Hero Rgb Ajustavel - 910-005550,FALSE,0,0,TRUE,0,233,344.33,0,0,0,,,FALSE,FALSE,G502CFIO-800-4.jpg,"G502CFIO-800-4.jpg,G502CFIO-400-1.jpg,G502CFIO-400-2.jpg,G502CFIO-400-3.jpg","G502CFIO-800-4.jpg,G502CFIO-800-1.jpg,G502CFIO-800-2.jpg,G502CFIO-800-3.jpg",255,600,9917.html,10,10,,TRUE,FALSE,170,160,70,,,mouse-logitech-g502
A,Mouse,7089789,9914,Mouse Gamer Logitech G603 - 910-005100,130,Mouse Gamer Logitech G603 - 910-005100,FALSE,4,0,TRUE,0,276,377.67,0,0,0,,,FALSE,FALSE,G603-1-200.jpg,"G603-1-400.jpg,G603-2-400.jpg,G603-3-400.jpg,G603-4-400.jpg","G603-1-800.jpg,G603-2-800.jpg,G603-3-800.jpg,G603-4-800.jpg",255,600,9914.html,10,10,,TRUE,FALSE,160,120,160,,910-005100,mouse-gamer-logitech-g603
A,Headset e Fones,7886499,9894,Headset Vinik Vk390 C/Microfone Usb Preto,300,Headset Vinik Vk390 C/Microfone Usb Preto,FALSE,28,0,TRUE,0,60.03,94.33,0,0,0,,,FALSE,FALSE,VK390-1200-2.jpg,"VK390-1200-2.jpg,VK390-1200-1.jpg","VK390-1200-2.jpg,VK390-1200-1.jpg",0,,9894.html,10,10,7908020911968,TRUE,FALSE,170,160,170,,7908020911968,headset-vinik-vk390-c-microfone-usb-preto
A,Mouse,7658296,9854,Mouse Trust Gxt950 Gamer Idon Rgb 6000dpi - T23645,220,Mouse Trust Gxt950 Gamer Idon Rgb 6000dpi - T23645,FALSE,1,0,TRUE,0,183.21,238.78,0,0,0,,,FALSE,FALSE,GXT950-800-1.jpg,"GXT950-800-1.jpg,GXT950-800-2.jpg,GXT950-800-3.jpg,GXT950-800-4.jpg","GXT950-800-1.jpg,GXT950-800-2.jpg,GXT950-800-3.jpg,GXT950-800-4.jpg",0,573,9854.html,10,10,8713439236453,TRUE,FALSE,180,60,210,,8713439236453,mouse-trust-gxt950-idon-rgb-gamer
A,Mouse,7452247,9852,Mouse Gamer Trust Gxt101p Gav 4800dpi Rosa,200,Mouse Gamer Trust Gxt101p Gav 4800dpi Rosa,FALSE,18,0,TRUE,0,57,72.11,0,0,0,,,FALSE,FALSE,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-1x2.jpg,"mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-1x4.jpg,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-2x4.jpg,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-3x4.jpg","mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-1x8.jpg,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-2x8.jpg,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa-3x8.jpg",200,573,9852.html,10,10,8713439230932,TRUE,FALSE,150,60,190,,8713439230932,mouse-gamer-trust-gxt101p-gav-4800dpi-rosa
A,Roteadores e Access Point,7862971,9844,Kit Extensor Tp-Link Av600 Powerline Wifi - Tl-Wpa4220kit,300,Kit Extensor Tp-Link Av600 Powerline Wifi - Tl-Wpa4220kit,FALSE,1,0,TRUE,0,367.3,488.78,0,0,0,,,FALSE,FALSE,AV600-800-1.jpg,"AV600-800-1.jpg,AV600-800-2.jpg,AV600-800-4.jpg","AV600-800-1.jpg,AV600-800-2.jpg,AV600-800-4.jpg",0,,9844.html,10,10,7898544550470,TRUE,FALSE,110,110,200,,7898544550470,kit-extensor-tp-link-av600-powerline-wifi-tl-wpa4220kit
A,Mouse,7092592,9835,Mouse Logitech G600 Gamer 20 Botões,200,Mouse Logitech G600 Gamer 20 Botões,FALSE,0,0,TRUE,0,276.17,388.78,0,0,0,,,FALSE,FALSE,Mouse-Logitech-G600-1-X8.jpg,"Mouse-Logitech-G600-1-X8.jpg,Mouse-Logitech-G600-2-X4.jpg,Mouse-Logitech-G600-3X4.jpg","Mouse-Logitech-G600-1-X8.jpg,Mouse-Logitech-G600-2-X8.jpg,Mouse-Logitech-G600-3X8.jpg",240,600,9835.html,10,10,,TRUE,FALSE,160,170,170,,910-003879,mouse-logitech-g600
A,Headset e Fones,7708482,9834,Headset Astro A50+Base Stations Ps4/Pc - 939-001674,1800,Headset Astro A50+Base Stations Ps4/Pc - 939-001674,FALSE,0,0,TRUE,0,1535,1999.89,0,0,0,,,TRUE,FALSE,a50-800-1.jpg,"a50-800-1.jpg,a50-800-2.jpg,a50-800-3.jpg,a50-800-4.jpg,a50-800-5.jpg","a50-800-1.jpg,a50-800-2.jpg,a50-800-3.jpg,a50-800-4.jpg,a50-800-5.jpg",222,409,9834.html,10,10,97855148278,TRUE,FALSE,240,150,290,,97855148278,headset-logitech-astro-a50-ps4-pc-base-stations
A,Mouse,7118178,9833,Mouse Logitech Gamer G-Pro C/ Fio - 910-005536,150,Mouse Logitech Gamer G-Pro C/ Fio - 910-005536,FALSE,3,0,TRUE,0,218.7,292.11,0,0,0,,,FALSE,FALSE,gpro-200-1.jpg,"gpro-400-1.jpg,gpro-400-2.jpg,gpro-400-3.jpg","gpro-800-1.jpg,gpro-800-2.jpg,gpro-800-3.jpg",255,600,9833.html,10,10,,TRUE,FALSE,160,170,70,,910-005536,mouse-logitech-gamer-gpro
A,Adaptadores,7835347,9831,Conversor Midia Intelbras Kfm 112 Fast Multimodo 2km,270,Conversor Midia Intelbras Kfm 112 Fast Multimodo 2km,FALSE,2,0,TRUE,0,234.82,322.11,0,0,0,,,FALSE,FALSE,9831-1.jpg,"9831-1.jpg,9831-2.jpg","9831-1.jpg,9831-2.jpg",0,,9831.html,10,10,7896637666930,TRUE,FALSE,150,120,150,,7896637666930,conversor-midia-intelbras-kfm-112-fast-multimodo-2km
A,Acessórios,7853836,9830,Modulo Intelbras Gigabit Monomodo 10km Gbic Kgs 2110 Full,300,Modulo Intelbras Gigabit Monomodo 10km Gbic Kgs 2110 Full,FALSE,2,0,TRUE,0,199.47,277.67,0,0,0,,,FALSE,FALSE,KGS2110-1200-1.jpg,KGS2110-1200-1.jpg,KGS2110-1200-1.jpg,0,,9830.html,10,10,7896637666923,TRUE,FALSE,160,100,160,,7896637666923,modulo-intelbras-gigabit-monomodo-10km-gbic-kgs-2110-full
A,Switchs e Hubs,7893401,9825,Switch Tp-Link Ls1008 8 Portas 10/100,200,Switch Tp-Link Ls1008 8 Portas 10/100,FALSE,6,0,TRUE,0,57,88.78,0,0,0,,,FALSE,FALSE,Switch-TP-Link-8-portas-LS1008x2.jpg,"Switch-TP-Link-8-portas-LS1008x4.jpg,Switch-TP-Link-8-portas-LS1008-2x4.jpg","Switch-TP-Link-8-portas-LS1008x8.jpg,Switch-TP-Link-8-portas-LS1008-2x8.jpg",0,,9825.html,10,10,6935364089085,TRUE,FALSE,80,80,130,,6935364089085,switch-tp-link-ls1008-8-portas-10-100
A,Roteadores e Access Point,7658292,9810,Router Tp-Link Archer C80 Db Ac1900 Giga - Tpn0234,850,Router Tp-Link Archer C80 Db Ac1900 Giga - Tpn0234,FALSE,1,0,TRUE,0,326,444.33,0,0,0,,,FALSE,FALSE,c80-2.jpg,"c80-2.jpg,c80-1.jpg,c80-5.jpg,c80-6.jpg","c80-2.jpg,c80-1.jpg,c80-5.jpg,c80-6.jpg",0,590,9810.html,10,10,6935364088873,TRUE,FALSE,250,100,350,,6935364088873,router-archer-c80-tp-link-ac1900
A,Controles Gamer,7554882,9803,Painel Múltiplo Logitech,950,Painel Múltiplo Logitech,FALSE,4,0,TRUE,0,936,1499.9,1199.89,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,FALSE,painel-multiplo-logitech-1x2.jpg,"painel-multiplo-logitech-1x4.jpg,painel-multiplo-logitech-2x4.jpg,painel-multiplo-logitech-3x4.jpg","painel-multiplo-logitech-1x8.jpg,painel-multiplo-logitech-2x8.jpg,painel-multiplo-logitech-3x8.jpg",220,520,9803.html,10,10,97855127938,TRUE,FALSE,250,200,300,,97855127938,painel-multiplo-logitech
A,Webcam,7658291,9786,Webcam Brazilpc C310 Fhd 1080p C/ Microfone Box,250,Webcam Brazilpc C310 Fhd 1080p C/ Microfone Box,FALSE,15,0,TRUE,0,284.1,199,0,0,0,,,FALSE,FALSE,C310-1.jpg,"C310-1.jpg,C310-2.jpg","C310-1.jpg,C310-2.jpg",0,600,9786.html,10,10,7898571461091,TRUE,FALSE,150,150,150,,7898571461091,webcam-brazilpc-c310-fullhd
A,Webcam,7658290,9785,Web Cam Brazilpc V4 1.5m C/ Microfone Preto/Prata Box,200,Web Cam Brazilpc V4 1.5m C/ Microfone Preto/Prata Box,FALSE,3,0,TRUE,0,93,98,0,0,0,,,FALSE,FALSE,PCV4-1200-1.jpg,PCV4-1200-1.jpg,PCV4-1200-1.jpg,0,600,9785.html,10,10,7898571460568,TRUE,FALSE,110,50,150,,7898571460568,webcam-brazilpc-v4
A,Mouse,7149608,9782,Mouse Logitech Gamer G Pro Lightspeed Sem Fio - 910-005271,120,Mouse Logitech Gamer G Pro Lightspeed Sem Fio - 910-005271,FALSE,37,0,TRUE,0,467,622.11,0,0,0,,,TRUE,TRUE,GPROSFIO-800-1.jpg,"GPROSFIO-800-1.jpg,GPROSFIO-400-2.jpg,GPROSFIO-400-3.jpg,GPROSFIO-400-4.jpg","GPROSFIO-800-1.jpg,GPROSFIO-800-2.jpg,GPROSFIO-800-3.jpg,GPROSFIO-800-4.jpg",222,573,9782.html,10,10,,TRUE,FALSE,170,120,70,,910-005271,gprowireless
A,Webcam,7658289,9780,Webcam Loosafe Ls-F36-1080p Full Hd 1920x1080p,220,Webcam Loosafe Ls-F36-1080p Full Hd 1920x1080p,FALSE,25,0,TRUE,0,285,199,0,0,0,,,FALSE,FALSE,LS-F36-800-1.jpg,"LS-F36-800-1.jpg,LS-F36-800-2.jpg,LS-F36-800-3.jpg","LS-F36-800-1.jpg,LS-F36-800-2.jpg,LS-F36-800-3.jpg",0,600,9780.html,10,10,1520720200511,TRUE,FALSE,100,70,120,,1520720200511,webcam-loosafe-ls-f36-fullhd
A,Monitores,7806167,9778,Monitor Lg 19.5 20mk400h-B Hd/D-Sub/Hdmi/Vga,5350,Monitor Lg 19.5 20mk400h-B Hd/D-Sub/Hdmi/Vga,FALSE,169,0,TRUE,0,615,943.33,811,0,0,01/06/2022,30/06/2022 23:59:00,TRUE,TRUE,20MK400H-B-1200-1.jpg,"20MK400H-B-1200-1.jpg,20MK400H-B-1200-2.jpg,20MK400H-B-1200-3.jpg","20MK400H-B-1200-1.jpg,20MK400H-B-1200-2.jpg,20MK400H-B-1200-3.jpg",255,,9778.html,10,10,8806098551675,TRUE,FALSE,350,130,590,,8806098551675,monitor-lg-19-5-hdmi-vga
A,Caixas de Som,7041208,9759,Caixa De Som Multilaser Mini Torre Party - Sp336 - Multilaser,2500,Caixa De Som Multilaser Mini Torre Party - Sp336 - Multilaser,FALSE,25,0,TRUE,0,245,333.22,0,0,0,,,FALSE,FALSE,SP336-Multilaser-1-x4b.jpg,"SP336-Multilaser-1-x4b.jpg,SP336-Multilaser-2-x4.jpg,SP336-Multilaser-3-x4.jpg","SP336-Multilaser-1-x8.jpg,SP336-Multilaser-2-x8.jpg,SP336-Multilaser-3-x8.jpg",222,591,9759.html,10,10,,TRUE,FALSE,250,500,250,,TWS-SP336,multilaser-tws-sp336
A,Mouse,7430726,9753,Mouse Gamer Logitech G903 Hero Sem Fio,400,Mouse Gamer Logitech G903 Hero Sem Fio,FALSE,5,0,TRUE,0,524,711,0,0,0,,,FALSE,FALSE,mouse-gamer-logitech-g903-hero-sem-fio-1x2.jpg,"mouse-gamer-logitech-g903-hero-sem-fio-1x4.jpg,mouse-gamer-logitech-g903-hero-sem-fio-2x4.jpg,mouse-gamer-logitech-g903-hero-sem-fio-3x4.jpg,mouse-gamer-logitech-g903-hero-sem-fio-4x4.jpg","mouse-gamer-logitech-g903-hero-sem-fio-1x8.jpg,mouse-gamer-logitech-g903-hero-sem-fio-2x8.jpg,mouse-gamer-logitech-g903-hero-sem-fio-3x8.jpg,mouse-gamer-logitech-g903-hero-sem-fio-4x8.jpg",220,573,9753.html,10,10,97855148995,TRUE,FALSE,170,60,110,,97855148995,mouse-gamer-logitech-g903-hero-sem-fio
A,Placas de Vídeo,7831665,9752,Vga Pcyes Nv Gf Gt1030 2gb Gddr5 64bits Pa1030gt6402g5,400,Vga Pcyes Nv Gf Gt1030 2gb Gddr5 64bits Pa1030gt6402g5,FALSE,0,0,TRUE,0,728.99,988.78,0,0,0,,,FALSE,FALSE,GT1030-1200-1.jpg,"GT1030-1200-1.jpg,GT1030-1200-3.jpg","GT1030-1200-1.jpg,GT1030-1200-3.jpg",0,,9752.html,10,10,7908020907633,TRUE,FALSE,190,60,300,,7908020907633,placa-de-video-afox-gt-1030-2gb-gdrr5-64bits
A,Teclado,7842620,9743,Teclado C3tech Numerico Kn-11bk Usb,150,Teclado C3tech Numerico Kn-11bk Usb,FALSE,19,0,TRUE,0,25.9,35.44,0,0,0,,,FALSE,FALSE,9743-1.jpg,"9743-1.jpg,9743-2.jpg","9743-1.jpg,9743-2.jpg",0,598,9743.html,10,10,403030130100,TRUE,FALSE,10,20,10,,403030130100,teclado-c3tech-numerico-kn-11bk-usb
A,Webcam,7658286,9705,Webcam Xiaomi W88-H Full Hd 30fps C/Microfone,300,Webcam Xiaomi W88-H Full Hd 30fps C/Microfone,FALSE,19,0,TRUE,0,319.72,169.9,0,0,0,,,FALSE,FALSE,webcamxiaomi.jpg,webcamxiaomi.jpg,webcamxiaomi.jpg,0,600,9705.html,10,10,6971085313867,TRUE,FALSE,80,50,120,,6971085313867,webcam-xiaomi-w88-fullhd
A,Caixas de Som,7707324,9697,Caixa De Som Multilaser Sp379 Mini Torre Neon X 300w,4070,Caixa De Som Multilaser Sp379 Mini Torre Neon X 300w,FALSE,15,0,TRUE,0,305.86,411,399.89,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,SP379-1000-1b.jpg,"SP379-1000-1b.jpg,SP379-1000-3.jpg,SP379-1000-4.jpg,SP379-1000-1.jpg","SP379-1000-1.jpg,SP379-1000-3.jpg,SP379-1000-4.jpg,SP379-1000-1.jpg",222,425,9697.html,10,10,7899838887746,TRUE,FALSE,280,280,650,,7899838887746,caixa-de-som-multilaser-sp379
A,Smartwatch,7829485,9684,Smartwatch Multilaser Atrio Es265 Londres Preto,190,Smartwatch Multilaser Atrio Es265 Londres Preto,FALSE,0,0,TRUE,0,222.06,299.89,0,0,0,,,FALSE,FALSE,ES265-1200-1.jpg,"ES265-1200-1.jpg,ES265-1200-2.jpg","ES265-1200-1.jpg,ES265-1200-2.jpg",0,,9684.html,10,10,7899838874173,TRUE,FALSE,80,40,150,,7899838874173,smartwatch-multilaser-atrio-es265-londres-preto
A,Gabinetes,7886498,9680,Gabinete C3tech Mt-23v2bk 1baia 200w Preto,3200,Gabinete C3tech Mt-23v2bk 1baia 200w Preto,FALSE,1,0,TRUE,0,146.9,211,0,0,0,,,FALSE,FALSE,MT23V2BK-1200-1.jpg,"MT23V2BK-1200-1.jpg,MT23V2BK-1200-2.jpg,MT23V2BK-1200-3.jpg,MT23V2BK-1200-5.jpg","MT23V2BK-1200-1.jpg,MT23V2BK-1200-2.jpg,MT23V2BK-1200-3.jpg,MT23V2BK-1200-5.jpg",0,,9680.html,10,10,7898555217041,TRUE,FALSE,370,210,410,,7898555217041,gabinete-c3tech-mt-23v2bk-1baia-200w-preto
A,Mouse,7813583,9674,Mouse Trust Verto Ergonomico Vertical Usb - T22885,130,Mouse Trust Verto Ergonomico Vertical Usb - T22885,FALSE,16,0,TRUE,0,67.08,91,0,0,0,,,FALSE,FALSE,9674-1.jpg,"9674-1.jpg,9674-2.jpg,9674-3.jpg,9674-4.jpg","9674-1.jpg,9674-2.jpg,9674-3.jpg,9674-4.jpg",0,,9674.html,10,10,8713439228854,TRUE,FALSE,150,90,150,,8713439228854,mouse-trust-verto
A,Headset e Fones,7430722,9666,Headset Jabra Evolve 20 Uc Mono Usb-A,300,Headset Jabra Evolve 20 Uc Mono Usb-A,FALSE,31,0,TRUE,0,275,366.56,0,0,0,,,TRUE,FALSE,headset-jabra-evolve-20-uc-mono-usb-a-1x2.jpg,headset-jabra-evolve-20-uc-mono-usb-a-1x4.jpg,headset-jabra-evolve-20-uc-mono-usb-a-1x8.jpg,220,409,9666.html,10,10,5706991017007,TRUE,FALSE,150,150,100,,5706991017007,headset-jabra-evolve-20-uc-mono-usb-a
A,Roteadores e Access Point,7658284,9664,Router Tp-Link Ax1500 Archer Ax10 Wifi,770,Router Tp-Link Ax1500 Archer Ax10 Wifi,FALSE,3,0,TRUE,0,669.9,899.89,0,0,0,,,FALSE,FALSE,AX1500-1200-1.jpg,"AX1500-1200-1.jpg,AX1500-1200-2.jpg,AX1500-1200-3.jpg,AX1500-1200-4.jpg","AX1500-1200-1.jpg,AX1500-1200-2.jpg,AX1500-1200-3.jpg,AX1500-1200-4.jpg",0,590,9664.html,10,10,6935364089221,TRUE,FALSE,250,80,330,,6935364089221,router-ax1500-archer-tp-link-ax10
A,Mouse,7062763,9644,Mouse Logitech Mx 3 Master Wireless Preto - 910-005647,120,Mouse Logitech Mx 3 Master Wireless Preto - 910-005647,FALSE,0,0,TRUE,0,430,588.78,0,0,0,,,FALSE,FALSE,Logitech-Mouse-MX3-1-x2.jpg,"Logitech-Mouse-MX3-1-x4.jpg,Logitech-Mouse-MX3-2-x4.jpg,Logitech-Mouse-MX3-3-x4.jpg","Logitech-Mouse-MX3-1-x8.jpg,Logitech-Mouse-MX3-2-x8.jpg,Logitech-Mouse-MX3-3-x8.jpg",255,573,9644.html,10,10,,TRUE,FALSE,100,150,50,,910-005647,mouse-logitech-mx3
A,Vídeo Conferência,7716260,9639,Microfone Extensor Para Logitech Meet-Up - 989-000405,450,Microfone Extensor Para Logitech Meet-Up - 989-000405,FALSE,1,0,TRUE,0,1169,0,0,0,0,,,FALSE,FALSE,MEET-UPMIC-1200-1.jpg,MEET-UPMIC-1200-1.jpg,MEET-UPMIC-1200-1.jpg,0,415,9639.html,10,10,97855131171,TRUE,FALSE,170,120,170,,97855131171,microfone-expansao-meet-up
A,Controles Gamer,7479226,9623,Flight Switch Panel Logitech,730,Flight Switch Panel Logitech,FALSE,5,0,TRUE,0,655,877.67,0,0,0,,,FALSE,FALSE,flight-switch-panel-logitech-1x2.jpg,"flight-switch-panel-logitech-1x4.jpg,flight-switch-panel-logitech-2x4.jpg,flight-switch-panel-logitech-3x4.jpg","flight-switch-panel-logitech-1x8.jpg,flight-switch-panel-logitech-2x8.jpg,flight-switch-panel-logitech-3x8.jpg",220,520,9623.html,10,10,97855127952,TRUE,FALSE,160,140,340,,97855127952,flight-switch-panel-logitech
A,Headset e Fones,7836725,9597,Headset Jabra Evolve 20 Duo Uc Usb - 4999-829-209,300,Headset Jabra Evolve 20 Duo Uc Usb - 4999-829-209,FALSE,38,0,TRUE,0,269.95,388.78,0,0,0,,,FALSE,FALSE,EVOLVE20DUO-200-1.jpg,"EVOLVE20DUO-200-1.jpg,EVOLVE20DUO-400-2.jpg,EVOLVE20DUO-400-3.jpg","EVOLVE20DUO-200-1.jpg,EVOLVE20DUO-400-2.jpg,EVOLVE20DUO-400-3.jpg",0,,9597.html,10,10,5706991016987,TRUE,FALSE,150,150,150,,5706991016987,headset-jabra-evolve-20-duo-uc-usb-4999-829-209
A,Vídeo Conferência,7718758,9581,Microfone De Expansao Logitech Group - 989-000171,650,Microfone De Expansao Logitech Group - 989-000171,FALSE,1,0,TRUE,0,1586,0,0,0,0,,,FALSE,FALSE,microfone-expansao-logitech-group.jpg,microfone-expansao-logitech-group.jpg,microfone-expansao-logitech-group.jpg,0,415,9581.html,10,10,97855119551,TRUE,FALSE,100,60,200,,97855119551,microfone-expansao-logitech-video-conferencia-group
A,Microfones,7152957,9576,Microfone Condensador Logitech Usb Blue Snowball Ice Branco - 988-000070,400,Microfone Condensador Logitech Usb Blue Snowball Ice Branco - 988-000070,FALSE,54,0,TRUE,0,295,359.9,288.78,0,0,01/06/2022,30/06/2022 23:59:00,FALSE,FALSE,snow-200-1.jpg,"snow-400-1.jpg,snow-400-2.jpg,snow-400-3.jpg,snow-400-4.jpg","snow-800-1.jpg,snow-800-2.jpg,snow-800-3.jpg,snow-800-4.jpg",243,415,9576.html,10,10,,TRUE,FALSE,130,250,160,,988-000070,microfone-logitech-snowball-branco
A,Mouse,7658281,9566,Mouse Logitech Trackball Mx Ergo Wifi - 910-005177,440,Mouse Logitech Trackball Mx Ergo Wifi - 910-005177,FALSE,14,0,TRUE,0,385.38,499.89,0,0,0,,,FALSE,FALSE,MXERGO-1200-1.jpg,"MXERGO-1200-1.jpg,MXERGO-1200-2.jpg,MXERGO-1200-3.jpg,MXERGO-1200-4.jpg","MXERGO-1200-1.jpg,MXERGO-1200-2.jpg,MXERGO-1200-3.jpg,MXERGO-1200-4.jpg",0,573,9566.html,10,10,97855132666,TRUE,FALSE,120,80,150,,97855132666,mouse-logitech-trackball-mx-ergo
A,Controles Gamer,7905508,9563,"""Controle Gamer Multilaser Js091 C/Fio Ps3/Pc Preto/Verde """,280,"""Controle Gamer Multilaser Js091 C/Fio Ps3/Pc Preto/Verde """,FALSE,93,0,TRUE,0,58.77,99.89,0,0,0,,,FALSE,FALSE,JS091-1200-1x2.jpg,"JS091-1200-1x4.jpg,JS091-1200-2x4.jpg,JS091-1200-3x4.jpg","JS091-1200-1x8.jpg,JS091-1200-2x8.jpg,JS091-1200-3x8.jpg",0,520,9563.html,10,10,7899838877808,TRUE,FALSE,160,70,160,,7899838877808,controle-gamer-multilaser-js091-c-fio-ps3-pc-preto-verde
A,Mouse,7430719,9562,Mouse Sem Fio Gamer Logitech G604 Hero 16k,300,Mouse Sem Fio Gamer Logitech G604 Hero 16k,FALSE,2,0,TRUE,0,334.34,444.33,0,0,0,,,FALSE,FALSE,mouse-sem-fio-gamer-logitech-g604-hero-16k-1x2.jpg,"mouse-sem-fio-gamer-logitech-g604-hero-16k-1x4.jpg,mouse-sem-fio-gamer-logitech-g604-hero-16k-2x4.jpg,mouse-sem-fio-gamer-logitech-g604-hero-16k-3x4.jpg","mouse-sem-fio-gamer-logitech-g604-hero-16k-1x8.jpg,mouse-sem-fio-gamer-logitech-g604-hero-16k-2x8.jpg,mouse-sem-fio-gamer-logitech-g604-hero-16k-3x8.jpg",220,16,9562.html,10,10,97855149442,TRUE,FALSE,170,40,120,,97855149442,mouse-sem-fio-gamer-logitech-g604-hero-16k
